text,code,tags
"(h) Any person that is subject to and in compliance with the privacy and security standards under the Health Insurance Portability and Accountability Act of 1996 and the Health Information Technology for Economic and Clinical Health Act (""HITECH"") shall be deemed to be in compliance with this section, provided that (1) any person required to provide notification to Connecticut residents pursuant to HITECH shall also provide notice to the Attorney General not later than the time when notice is provided to such residents if notification to the Attorney General would otherwise be required under subparagraph (a) of subdivision (2) of subsection (b) of this section, and (2) the person otherwise complies with the requirements of subparagraph (B) of subdivision (2) of subsection (b) of this section.","s_h = Section(""(h)"")
r_h = Rule(s_h, Expression(s_h, ""Any person that is subject to and in compliance with the privacy and security standards under the Health Insurance Portability and Accountability Act of 1996 and the Health Information Technology for Economic and Clinical Health Act (\""HITECH\"")""))
r_h.rule_type = Rule.PERMISSION
r_h.description = Expression(s_h, ""shall be deemed to be in compliance with this section"")
s_h1 = Section(""(1)"")
s_h.add_subsection(s_h1)
e1=Expression(s_h1, ""(1) any person required to provide notification to Connecticut residents pursuant to HITECH shall also provide notice to the Attorney General not later than the time when notice is provided to such residents if notification to the Attorney General would otherwise be required under subparagraph (a) of subdivision (2) of subsection (b) of this section"")
r_h.conditions.append(e1)
ref1=Reference(s_h1, ""subparagraph (a) of subdivision (2) of subsection (b) of this section"", target=r_h)
r_h.add_follows(ref1)
ref2=Reference(s_h1, ""the Health Insurance Portability and Accountability Act of 1996 and the Health Information Technology for Economic and Clinical Health Act"", target=r_h)
r_h.add_follows(ref2)
s_h2 = Section(""(2)"")
s_h.add_subsection(s_h2)
e2=Expression(s_h2, ""(2) the person otherwise complies with the requirements of subparagraph (B) of subdivision (2) of subsection (b) of this section"")
r_h.conditions.append(e2)
ref3=Reference(s_h2, ""subparagraph (B) of subdivision (2) of subsection (b) of this section"", target=r_h)
r_h.add_follows(ref3)","['#condition', '#permission', '#follows', '#reference']"
"§14–3504.;(h)
Prior to giving the notification required under subsection (b) of this section and subject to subsection (d) of this section, a business shall provide notice of a breach of the security of a system to the Office of the Attorney General.
(i) A waiver of any provision of this section is contrary to public policy and is void and unenforceable.","s=Section(sectionNumber=""§14–3504"")
sh = Section(""(h)"")
s.add_subsection(sh)
r1 = Rule(sh, Expression(sh, ""business""))
r1.conditions.append(Expression(sh, ""Prior to giving the notification required under subsection (b) of this section and subject to subsection (d) of this section""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(sh, ""shall provide notice of a breach of the security of a system to the Office of the Attorney General"")
ref1=Reference(sh, ""subsection (b) of this section"", target=r1)
r1.add_is_followed_by(ref1)
ref2=Reference(sh, ""subsection (d) of this section"", target=r1)
r1.add_follows(ref2)
si = Section(""(i)"")
s.add_subsection(si)
r2 = Rule(si, Expression(si, ""waiver of any provision of this section""))
r2.rule_type = Rule.PROHIBITION
r2.description = Expression(si, ""is contrary to public policy and is void and unenforceable"")","['#condition', '#obligation', '#prohibition', '#follows', '#followed_by', '#reference']"
"NRS 603A.010  Definitions.;None
As used in NRS 603A.010 to 603A.290, inclusive, unless the context otherwise requires, the words and terms defined in NRS 603A.020, 603A.030 and 603A.040 have the meanings ascribed to them in those sections.","s = Section(sectionNumber=""603A.010"", sectionTitle=""Definitions"")
e=Expression(s, ""As used in NRS 603A.010 to 603A.290, inclusive, unless the context otherwise requires, the words and terms defined in NRS 603A.020, 603A.030 and 603A.040 have the meanings ascribed to them in those sections."")
i1= Information(s, e)
ref1 = Reference(s, ""NRS 603A.020"", target=i1)
ref2 = Reference(s, ""NRS 603A.030"", target=i1)
ref3 = Reference(s, ""NRS 603A.040"", target=i1)
i1.add_is_refined_by(ref1)
i1.add_is_refined_by(ref2)
i1.add_is_refined_by(ref3)
i1.add_exception(Exception(s, ""unless the context otherwise requires""))","['#information', '#refined_by', '#reference', '#exception']"
"Section 3 Duty to report known security breach or unauthorized use of personal information 
(d) If the person or agency that experienced a breach of security is owned by another person or corporation, the notice to the consumer shall include the name of the parent or affiliated corporation.","s = Section(sectionNumber=""3"", sectionTitle=""Duty to report known security breach or unauthorized use of personal information"")
sd = Section(""(d)"")
s.add_subsection(sd)  

r1 = Rule(sd, Expression(sd, ""the notice to the consumer""))
r1.conditions.append(Expression(sd, ""the person or agency that experienced a breach of security is owned by another person or corporation""))
r1.rule_type = Rule.OBLIGATION 
r1.description = Expression(sd, ""shall include the name of the parent or affiliated corporation"")","['#obligation', '#condition']"
"(b) ""Private information"" shall mean either: (i) personal information consisting of any information in combination with any one or more of the following data elements, when either the data element or the combination of personal information plus the data element is not encrypted, or is encrypted with an encryption key that has also been accessed or acquired:
(1) social security number;
(2) driver's license number or non-driver identification card number;
(3) account number, credit or debit card number, in combination with any required security code, access code, password or other information that would permit access to an individual's financial account;
(4) account number, credit or debit card number, if circumstances exist wherein such number could be used to access an individual's financial account without additional identifying information, security code, access code, or password; or
(5) biometric information, meaning data generated by electronic measurements of an individual's unique physical characteristics, such as a fingerprint, voice print, retina or iris image, or other unique physical representation or digital representation of biometric data which are used to authenticate or ascertain the individual's identity; or
(6) medical information; or
(7) health insurance information; or
(ii) a user name or e-mail address in combination with a password or security question and answer that would permit access to an online account.
""Private information"" does not include publicly available information which is lawfully made available to the general public from federal, state, or local government records.
For the purposes of this paragraph, ""medical information"" means any information regarding an individual's medical history, mental or physical condition, or medical treatment or diagnosis by a health care professional.
For the purposes of this paragraph, ""health insurance information"" means an individual's health insurance policy number or subscriber identification number, any unique identifier used by a health insurer to identify the individual or any information in an individual's application and claims history, including, but not limited to, appeals history.","sec = Section(sectionNumber=""(b)"")
d = Definition(sec, Expression(sec, ""Private information""))
s=Section(""(i)"")
sec.add_subsection(s)
d.meaning.append(Expression(s, ""personal information consisting of any information in combination with any one or more of the following data elements, when either the data element or the combination of personal information plus the data element is not encrypted, or is encrypted with an encryption key that has also been accessed or acquired""))
s1=Section(""(1)"")
s.add_subsection(s1)
d.meaning[-1].includes.append(Expression(s1, ""social security number""))
s2=Section(""(2)"")
s.add_subsection(s2)
d.meaning[-1].includes.append(Expression(s2, ""driver's license number or non-driver identification card number""))
s3=Section(""(3)"")
s.add_subsection(s3)
d.meaning[-1].includes.append(Expression(s3, ""account number, credit or debit card number, in combination with any required security code, access code, password or other information that would permit access to an individual's financial account""))
s4=Section(""(4)"")
s.add_subsection(s4)
d.meaning[-1].includes.append(Expression(s4, ""account number, credit or debit card number, if circumstances exist wherein such number could be used to access an individual's financial account without additional identifying information, security code, access code, or password""))
s5=Section(""(5)"")
s.add_subsection(s5)
d.meaning[-1].includes.append(Expression(s5, ""biometric information, meaning data generated by electronic measurements of an individual's unique physical characteristics, such as a fingerprint, voice print, retina or iris image, or other unique physical representation or digital representation of biometric data which are used to authenticate or ascertain the individual's identity""))
s6=Section(""(6)"")
s.add_subsection(s6)
d.meaning[-1].includes.append(Expression(s6, ""medical information""))
s7=Section(""(7)"")
s.add_subsection(s7)
d.meaning[-1].includes.append(Expression(s7, ""health insurance information""))
s_ii=Section(""(ii)"")
sec.add_subsection(s_ii)
d.meaning.append(Expression(s_ii, ""a user name or e-mail address in combination with a password or security question and answer that would permit access to an online account""))
d.exclusions.append(Expression(sec, ""publicly available information which is lawfully made available to the general public from federal, state, or local government records""))

# Sub-definitions within the paragraph
d_medical_info = Definition(sec, Expression(sec, ""medical information""))
d_medical_info.meaning.append(Expression(s, ""any information regarding an individual's medical history, mental or physical condition, or medical treatment or diagnosis by a health care professional""))

d_health_insurance_info = Definition(sec, Expression(sec, ""health insurance information""))
d_health_insurance_info.meaning.append(Expression(s, ""an individual's health insurance policy number or subscriber identification number, any unique identifier used by a health insurer to identify the individual or any information in an individual's application and claims history, including, but not limited to, appeals history""))","['#exclusion', '#definition', '#continuation']"
"NRS 603A.280  Restitution.;None
In addition to any other penalty provided by law for the breach of the security of the system data maintained by a data collector, the court may order a person who is convicted of unlawfully obtaining or benefiting from personal information obtained as a result of such breach to pay restitution to the data collector for the reasonable costs incurred by the data collector in providing the notification required pursuant to NRS 603A.220, including, without limitation, labor, materials, postage and any other costs reasonably related to providing such notification.","s = Section(sectionNumber=""NRS 603A.280"", sectionTitle=""Restitution"")
r1=Rule(s, Expression(s, ""the court""))
r1.conditions.append(Expression(s, ""In addition to any other penalty provided by law for the breach of the security of the system data maintained by a data collector""))
r1.rule_type=Rule.PERMISSION
r1.description=Expression(s, ""may order a person who is convicted of unlawfully obtaining or benefiting from personal information obtained as a result of such breach to pay restitution to the data collector for the reasonable costs incurred by the data collector in providing the notification required pursuant to NRS 603A.220, including, without limitation, labor, materials, postage and any other costs reasonably related to providing such notification."")
ref1=Reference(s, ""NRS 603A.020"", target=r1)
r1.add_follows(ref1)","['#permission', '#follows', '#reference']"
"Section 1. (a) As used in this chapter, the following words shall, unless the context clearly requires otherwise, have the following meanings:—
Substitute notice'', shall consist of all of the following:—
(i) electronic mail notice, if the person or agency has electronic mail addresses for the members of the affected class of Massachusetts residents;
(ii) clear and conspicuous posting of the notice on the home page of the person or agency if the person or agency maintains a website; and
(iii) publication in or broadcast through media or medium that provides notice throughout the commonwealth.","s1 = Section(sectionNumber=""Section 1"", sectionTitle="""")

sa = Section(""(a)"")
s1.add_subsection(sa)

e_substitute_notice = Expression(section=sa, text=(""Substitute notice""))

d_substitute_notice = Definition(sa, defined_term=e_substitute_notice)

d_meaning_exp = Expression(sa, ""shall consist of all of the following:"")
d_substitute_notice.meaning.append(d_meaning_exp)

sa_i = Section(""(i)"")
sa.add_subsection(sa_i)
e_email_notice = Expression(sa_i, ""electronic mail notice, if the person or agency has electronic mail addresses for the members of the affected class of Massachusetts residents"")
sa_ii = Section(""(ii)"")
sa.add_subsection(sa_ii)
e_posting_notice = Expression(sa_ii, ""clear and conspicuous posting of the notice on the home page of the person or agency if the person or agency maintains a website"")
sa_iii = Section(""(iii)"")
sa.add_subsection(sa_iii)
e_media_notice = Expression(sa_iii, ""publication in or broadcast through media or medium that provides notice throughout the commonwealth"")

d_meaning_exp.includes.extend([e_email_notice, e_posting_notice, e_media_notice])","['#definition', '#continuation']"
"NRS 603A.215  Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability.;4.
The requirements of this section do not apply to:
(a) A telecommunication provider acting solely in the role of conveying the communications of other persons, regardless of the mode of conveyance used, including, without limitation:
(1) Optical, wire line and wireless facilities;
(2) Analog transmission; and
(3) Digital subscriber line transmission, voice over Internet protocol and other digital transmission technology.
(b) Data transmission over a secure, private communication channel for:
(1) Approval or processing of negotiable instruments, electronic fund transfers or similar payment methods; or
(2) Issuance of reports regarding account closures due to fraud, substantial overdrafts, abuse of automatic teller machines or related information regarding a customer.","s = Section(sectionNumber=""NRS 603A.215"", sectionTitle=""Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability"")
s4 = Section(""4."")
s.add_subsection(s4)
intro_exp = Expression(s4, ""The requirements of this section do not apply to:"")
e = Exemption(s4, intro_exp)
s4a = Section(""(a)"")
s4.add_subsection(s4a)
ex_a=Expression(s4a, ""A telecommunication provider acting solely in the role of conveying the communications of other persons, regardless of the mode of conveyance used"")
e.description.append(ex_a)
s4a1 = Section(""(1)"")
s4a.add_subsection(s4a1)
ex_a_1=Expression(s4a1, ""Optical, wire line and wireless facilities"")
ex_a.includes.append(ex_a_1)
s4a2 = Section(""(2)"")
s4a.add_subsection(s4a2)
ex_a_2=Expression(s4a2, ""Analog transmission"")
ex_a.includes.append(ex_a_2)
s4a3 = Section(""(3)"")
s4a.add_subsection(s4a3)
ex_a_3=Expression(s4a3, ""Digital subscriber line transmission, voice over Internet protocol and other digital transmission technology"")
ex_a.includes.append(ex_a_3)
s4b = Section(""(b)"")
s4.add_subsection(s4b)
ex_b=Expression(s4b, ""Data transmission over a secure, private communication channel for:"")
e.description.append(ex_b)
s4b1 = Section(""(1)"")
s4b.add_subsection(s4b1)
ex_b_1=Expression(s4b1, ""Approval or processing of negotiable instruments, electronic fund transfers or similar payment methods"")
ex_b.includes.append(ex_b_1)
s4b2 = Section(""(2)"")
s4b.add_subsection(s4b2)
ex_b_2=Expression(s4b2, ""Issuance of reports regarding account closures due to fraud, substantial overdrafts, abuse of automatic teller machines or related information regarding a customer"")
ex_b.includes.append(ex_b_2)","['#exemption', '#continuation']"
"§14–3504.;(f)
Substitute notice under subsection (e)(4) of this section shall consist of:
(1) Electronically mailing the notice to an individual entitled to notification under subsection (b) of this section, if the business has an electronic mail address for the individual to be notified;
(2) Conspicuous posting of the notice on the Web site of the business, if the business maintains a Web site; and
(3) Notification to statewide media.","s = Section(sectionNumber=""§14–3504"")
sf = Section(""(f)"")
s.add_subsection(sf)
r = Rule(sf, Expression(sf, ""Substitute notice under subsection (e)(4) of this section""))
r.rule_type = Rule.OBLIGATION
r.description = Expression(sf, ""shall consist of:"")
ref1=Reference(sf, ""subsection (e)(4) of this section"", target=r)
r.add_refines(ref1)
sf1 = Section(""(1)"")
sf.add_subsection(sf1)
e1=Expression(sf1, ""Electronically mailing the notice to an individual entitled to notification under subsection (b) of this section, if the business has an electronic mail address for the individual to be notified"")
r.description.includes.append(e1)
ref2=Reference(sf1, ""subsection (b) of this section"", target=r)
r.add_refines(ref2)
sf2 = Section(""(2)"")
sf.add_subsection(sf2)
e2=Expression(sf2, ""Conspicuous posting of the notice on the Web site of the business, if the business maintains a Web site"")
r.description.includes.append(e2)
sf3 = Section(""(3)"")
sf.add_subsection(sf3)
e3=Expression(sf3, ""Notification to statewide media"")
r.description.includes.append(e3)","['#continuation', '#obligation', '#refines', '#reference']"
"NRS 603A.260  Violation constitutes deceptive trade practice.;None
A violation of the provisions of NRS 603A.010 to 603A.290, inclusive, constitutes a deceptive trade practice for the purposes of NRS 598.0903 to 598.0999, inclusive.","s = Section(sectionNumber=""NRS 603A.260"", sectionTitle=""Violation constitutes deceptive trade practice"")
e=Expression(s, ""A violation of the provisions of NRS 603A.010 to 603A.290, inclusive, constitutes a deceptive trade practice for the purposes of NRS 598.0903 to 598.0999, inclusive."")
i=Information(s, e)
ref1=Reference(s, ""NRS 598.0903 to 598.0999"", i)
i.add_is_followed_by(ref1)","['#information', '#followed_by', '#reference']"
