text,code,tags
"NRS 603A.215  Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability.;2.
A data collector doing business in this State to whom subsection 1 does not apply shall not:
(a) Transfer any personal information through an electronic, nonvoice transmission other than a facsimile to a person outside of the secure system of the data collector unless the data collector uses encryption to ensure the security of electronic transmission; or
(b) Move any data storage device containing personal information beyond the logical or physical controls of the data collector, its data storage contractor or, if the data storage device is used by or is a component of a multifunctional device, a person who assumes the obligation of the data collector to protect personal information, unless the data collector uses encryption to ensure the security of the information.","s = Section(sectionNumber=""NRS 603A.215"", sectionTitle=""Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability"")
s2 = Section(""2."")
s.add_subsection(s2)
e=Expression(s2, ""A data collector doing business in this State to whom subsection 1 does not apply"")
r1 = Rule(s2, e)
r1.add_is_exception_to(Expression(s2, ""subsection 1""))
r1.rule_type = Rule.PROHIBITION
s2a = Section(""(a)"")
s2.add_subsection(s2a)
r1.description = Expression(s2a, ""shall not transfer any personal information through an electronic, nonvoice transmission other than a facsimile to a person outside of the secure system of the data collector"")
r1.add_exception(Expression(s2a, ""the data collector uses encryption to ensure the security of electronic transmission""))
r2 = Rule(s2, e)
r2.add_is_exception_to(Expression(s2, ""subsection 1""))
r2.rule_type = Rule.PROHIBITION
s2b = Section(""(b)"")
s2.add_subsection(s2b)
r2.description = Expression(s2b, ""shall not move any data storage device containing personal information beyond the logical or physical controls of the data collector, its data storage contractor or, if the data storage device is used by or is a component of a multifunctional device, a person who assumes the obligation of the data collector to protect personal information"")
r2.add_exception(Expression(s2b, ""the data collector uses encryption to ensure the security of the information""))","['#prohibition', '#continuation', '#exception_to', '#exception']"
"NRS 603A.215  Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability.;3.
A data collector shall not be liable for damages for a breach of the security of the system data if:
(a) The data collector is in compliance with this section; and
(b) The breach is not caused by the gross negligence or intentional misconduct of the data collector, its officers, employees or agents.","s = Section(sectionNumber=""NRS 603A.215"", sectionTitle=""Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability"")
s3 = Section(""3."")
s.add_subsection(s3)
r = Rule(s3, Expression(s3, ""A data collector""))
r.rule_type = Rule.PROHIBITION
r.description = Expression(s3, ""shall not be liable for damages for a breach of the security of the system data if:"")
s3a = Section(""(a)"")
s3.add_subsection(s3a)
r.conditions.append(Expression(s3a, ""The data collector complies with this section""))
s3b = Section(""(b)"")
s3.add_subsection(s3b)
r.conditions.append(Expression(s3b, ""The breach is not caused by the gross negligence or intentional misconduct of the data collector, its officers, employees or agents""))","['#prohibition', '#continuation', '#condition']"
"NRS 603A.215  Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability.;4.
The requirements of this section do not apply to:
(a) A telecommunication provider acting solely in the role of conveying the communications of other persons, regardless of the mode of conveyance used, including, without limitation:
(1) Optical, wire line and wireless facilities;
(2) Analog transmission; and
(3) Digital subscriber line transmission, voice over Internet protocol and other digital transmission technology.
(b) Data transmission over a secure, private communication channel for:
(1) Approval or processing of negotiable instruments, electronic fund transfers or similar payment methods; or
(2) Issuance of reports regarding account closures due to fraud, substantial overdrafts, abuse of automatic teller machines or related information regarding a customer.","s = Section(sectionNumber=""NRS 603A.215"", sectionTitle=""Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability"")
s4 = Section(""4."")
s.add_subsection(s4)
intro_exp = Expression(s4, ""The requirements of this section do not apply to:"")
e = Exemption(s4, intro_exp)
s4a = Section(""(a)"")
s4.add_subsection(s4a)
ex_a=Expression(s4a, ""A telecommunication provider acting solely in the role of conveying the communications of other persons, regardless of the mode of conveyance used, including, without limitation:"")
intro_exp.includes.append(ex_a)
s4a1 = Section(""(1)"")
s4a.add_subsection(s4a1)
ex_a_1=Expression(s4a1, ""Optical, wire line and wireless facilities"")
ex_a.includes.append(ex_a_1)
s4a2 = Section(""(2)"")
s4a.add_subsection(s4a2)
ex_a_2=Expression(s4a2, ""Analog transmission"")
ex_a.includes.append(ex_a_2)
s4a3 = Section(""(3)"")
s4a.add_subsection(s4a3)
ex_a_3=Expression(s4a3, ""Digital subscriber line transmission, voice over Internet protocol and other digital transmission technology"")
ex_a.includes.append(ex_a_3)
s4b = Section(""(b)"")
s4.add_subsection(s4b)
ex_b=Expression(s4b, ""Data transmission over a secure, private communication channel for:"")
intro_exp.includes.append(ex_b)
s4b1 = Section(""(1)"")
s4b.add_subsection(s4b1)
ex_b_1=Expression(s4b1, ""Approval or processing of negotiable instruments, electronic fund transfers or similar payment methods"")
ex_b.includes.append(ex_b_1)
s4b2 = Section(""(2)"")
s4b.add_subsection(s4b2)
ex_b_2=Expression(s4b2, ""Issuance of reports regarding account closures due to fraud, substantial overdrafts, abuse of automatic teller machines or related information regarding a customer"")
ex_b.includes.append(ex_b_2)","['#exemption', '#continuation']"
"NRS 603A.215  Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability.;5.
As used in this section:
(a) ""Data storage device"" means any device that stores information or data from any electronic or optical medium, including, but not limited to, computers, cellular telephones, magnetic tape, electronic computer drives and optical computer drives, and the medium itself.
(b) ""Encryption"" means the protection of data in electronic or optical form, in storage or in transit, using:
(1) An encryption technology that has been adopted by an established standards setting body, including, but not limited to, the Federal Information Processing Standards issued by the National Institute of Standards and Technology, which renders such data indecipherable in the absence of associated cryptographic keys necessary to enable decryption of such data;
(2) Appropriate management and safeguards of cryptographic keys to protect the integrity of the encryption using guidelines promulgated by an established standards setting body, including, but not limited to, the National Institute of Standards and Technology; and
(3) Any other technology or method identified by the Office of Information Security of the Office of the Chief Information Officer within the Office of the Governor in regulations adopted pursuant to NRS 603A.217","s = Section(sectionNumber=""NRS 603A.215"", sectionTitle=""Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability"")
s5 = Section(""5."")
s.add_subsection(s5)
i=Information(s5, Expression(s5, ""As used in this section:""))
s5a = Section(""(a)"")
s5.add_subsection(s5a)
d1 = Definition(s5a, Expression(s5a, ""Data storage device""))
d1.meaning.append(Expression(s5a, ""any device that stores information or data from any electronic or optical medium, including, but not limited to, computers, cellular telephones, magnetic tape, electronic computer drives and optical computer drives, and the medium itself""))
s5b = Section(""(b)"")
s5.add_subsection(s5b)
d2 = Definition(s5b, Expression(s5b, ""Encryption""))
e=Expression(s5b, ""the protection of data in electronic or optical form, in storage or in transit, using:"")
d2.meaning.append(e)
s5b1 = Section(""(1)"")
s5b.add_subsection(s5b1)
e1=Expression(s5b1, ""An encryption technology that has been adopted by an established standards setting body, including, but not limited to, the Federal Information Processing Standards issued by the National Institute of Standards and Technology, which renders such data indecipherable in the absence of associated cryptographic keys necessary to enable decryption of such data"")
e.includes.append(e1)
s5b2 = Section(""(2)"")
s5b.add_subsection(s5b2)
e2=Expression(s5b2, ""Appropriate management and safeguards of cryptographic keys to protect the integrity of the encryption using guidelines promulgated by an established standards setting body, including, but not limited to, the National Institute of Standards and Technology"")
e.includes.append(e2)
s5b3 = Section(""(3)"")
s5b.add_subsection(s5b3)
e3=Expression(s5b3, ""Any other technology or method identified by the Office of Information Security of the Office of the Chief Information Officer within the Office of the Governor in regulations adopted pursuant to NRS 603A.217"")
e.includes.append(e3)
d2.add_follows(Expression(s5b3, ""NRS 603A.217""))","['#definition', '#continuation', '#information']"
"NRS 603A.215  Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability.;5.
As used in this section:
(c) ""Facsimile"" means an electronic transmission between two dedicated fax machines using Group 3 or Group 4 digital formats that conform to the International Telecommunications Union T.4 or T.38 standards or computer modems that conform to the International Telecommunications Union T.31 or T.32 standards. The term does not include onward transmission to a third device after protocol conversion, including, but not limited to, any data storage device.
(d) ""Multifunctional device"" means a machine that incorporates the functionality of devices, which may include, without limitation, a printer, copier, scanner, facsimile machine or electronic mail terminal, to provide for the centralized management, distribution or production of documents.
(e) ""Payment card"" has the meaning ascribed to it in NRS 205.","s = Section(sectionNumber=""NRS 603A.215"", sectionTitle=""Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability"")
s5 = Section(""5."")
s.add_subsection(s5)
I=Information(s5, Expression(s5, ""As used in this section:""))
s5c = Section(""(c)"")
s5.add_subsection(s5c) 
d3 = Definition(s5c, Expression(s5c, ""Facsimile""))
d3.meaning.append(Expression(s5c, ""an electronic transmission between two dedicated fax machines using Group 3 or Group 4 digital formats that conform to the International Telecommunications Union T.4 or T.38 standards or computer modems that conform to the International Telecommunications Union T.31 or T.32 standards""))
d3.exclusions.append(Expression(s5c, ""onward transmission to a third device after protocol conversion, including, but not limited to, any data storage device""))
s5d = Section(""(d)"")
s5.add_subsection(s5d)
d4 = Definition(s5d, Expression(s5d, ""Multifunctional device""))
d4.meaning.append(Expression(s5d, ""a machine that incorporates the functionality of devices, which may include, without limitation, a printer, copier, scanner, facsimile machine or electronic mail terminal, to provide for the centralized management, distribution or production of documents.""))
s5e = Section(""(e)"")
s5.add_subsection(s5e)
d5 = Definition(s5e, Expression(s5e, ""Payment card""))
d5.meaning.append(Expression(s5e, ""meaning ascribed to it in NRS 205.602""))
d5.add_is_refined_by(Expression(s5e, ""NRS 205.602""))","['#definition', '#exclusion', '#continuation', '#refined_by']"
"NRS 603A.215  Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability.;5.
As used in this section:
(f) ""Telecommunication provider"" has the meaning ascribed to it in NRS 704.027.","s = Section(sectionNumber=""NRS 603A.215"", sectionTitle=""Security measures for data collector that accepts payment card; use of encryption; liability for damages; applicability"")
s5 = Section(""5."")
s.add_subsection(s5)
I=Information(s5, Expression(s5, ""As used in this section:""))
s5f = Section(""(f)"")
s5.add_subsection(s5f) 
d6 = Definition(s5f, Expression(s5f, ""Telecommunication provider""))
d6.meaning.append(Expression(s5f, ""meaning ascribed to it in NRS 704.027.""))
d6.add_is_refined_by(Expression(s5f, ""NRS 704.027""))","['#definition', '#continuation', '#refined_by']"
"NRS 603A.217  Alternative methods of and technologies for encryption: Adoption of regulations.;None
Upon receipt of a well-founded petition, the Office of the Chief Information Officer within the Office of the Governor may, pursuant to chapter 233B of NRS, adopt regulations which identify alternative methods or technologies which may be used to encrypt data pursuant to NRS 603A.215.","s = Section(sectionNumber=""NRS 603A.217"", sectionTitle=""Alternative methods of and technologies for encryption: Adoption of regulations"")
r = Rule(s, Expression(s, ""the Office of the Chief Information Officer within the Office of the Governor""))
r.rule_type = Rule.PERMISSION
r.description = Expression(s, ""may adopt regulations which identify alternative methods or technologies which may be used to encrypt data pursuant to NRS 603A.215"")
r.conditions.append(Expression(s, ""Upon receipt of a well-founded petition""))
r.add_follows(Expression(s, ""chapter 233B of NRS""))
r.add_is_followed_by(Expression(s, ""NRS 603A.215""))","['#permission', '#condition', '#followed_by']"
"NRS 603A.220  Disclosure of breach of security of system data; methods of disclosure; applicability.;1.
Except as otherwise provided in subsection 7, a data collector that owns or licenses computerized data which includes personal information shall disclose any breach of the security of the system data following discovery or notification of the breach to any resident of this State whose unencrypted personal information was, or is reasonably believed to have been, acquired by an unauthorized person. The disclosure must be made in the most expedient time possible and without unreasonable delay, consistent with the legitimate needs of law enforcement, as provided in subsection 3, or any measures necessary to determine the scope of the breach and restore the reasonable integrity of the system data.","s = Section(sectionNumber=""NRS 603A.220"", sectionTitle=""Disclosure of breach of security of system data; methods of disclosure"")
s1 = Section(""1."")
s.add_subsection(s1)
r1 = Rule(s1, Expression(s1, ""data collector that owns or licenses computerized data which includes personal information""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(s1, ""shall disclose any breach of the security of the system data following discovery or notification of the breach to any resident of this State whose unencrypted personal information was, or is reasonably believed to have been, acquired by an unauthorized person"")
r1.add_exception(Expression(s, ""subsection 7""))
r2 = Rule(s1, Expression(s1, ""The disclosure""))
r2.rule_type = Rule.OBLIGATION
r2.description = Expression(s, ""must be made in the most expedient time possible and without unreasonable delay, consistent with the legitimate needs of law enforcement, as provided in subsection 3, or any measures necessary to determine the scope of the breach and restore the reasonable integrity of the system data."")
r2.add_refines(r1)
r2.add_follows(Expression(s, ""subsection 3""))
r2.add_exception(Expression(s, ""subsection 7""))","['#obligation', '#follows', '#exception', '#refines']"
"NRS 603A.220  Disclosure of breach of security of system data; methods of disclosure; applicability.;2.
Any data collector that maintains computerized data which includes personal information that the data collector does not own shall notify the owner or licensee of the information of any breach of the security of the system data immediately following discovery if the personal information was, or is reasonably believed to have been, acquired by an unauthorized person.","s = Section(sectionNumber=""NRS 603A.220"", sectionTitle=""Disclosure of breach of security of system data; methods of disclosure"")
s2 = Section(""2."")
s.add_subsection(s2)
r2 = Rule(s2, Expression(s2, ""Any data collector that maintains computerized data which includes personal information that the data collector does not own""))
r2.rule_type = Rule.OBLIGATION
r2.description = Expression(s2, ""shall notify the owner or licensee of the information of any breach of the security of the system data immediately following discovery"")
r2.conditions.append(Expression(s2, ""the personal information was, or is reasonably believed to have been, acquired by an unauthorized person""))","['#obligation', '#condition']"
"NRS 603A.220  Disclosure of breach of security of system data; methods of disclosure; applicability.;3.
The notification required by this section may be delayed if a law enforcement agency determines that the notification will impede a criminal investigation. The notification required by this section must be made after the law enforcement agency determines that the notification will not compromise the investigation.","s = Section(sectionNumber=""NRS 603A.220"", sectionTitle=""Disclosure of breach of security of system data; methods of disclosure"")
s3 = Section(""3."")
s.add_subsection(s3)
r3 = Rule(s3, Expression(s3, ""The notification required by this section""))
r3.rule_type = Rule.PERMISSION
r3.description = Expression(s3, ""may be delayed"")
r3.add_is_exception_to(Expression(s3, ""this section""))
r3.conditions.append(Expression(s3, ""a law enforcement agency determines that the notification will impede a criminal investigation""))

r = Rule(s3, Expression(s3, ""The notification""))
r.rule_type = Rule.OBLIGATION
r.description = Expression(s, ""must be made"")
r.conditions.append(Expression(s, ""after the law enforcement agency determines that the notification will not compromise the investigation""))
r.add_refines(r3)","['#permission', '#condition', '#refines', '#exception_to']"
