text,code,tags
"(2)
A person required to provide notification under Subsection (1) shall provide the notification in the most expedient time possible without unreasonable delay:
(a)
considering legitimate investigative needs of law enforcement, as provided in Subsection (4)(a);
(b)
after determining the scope of the breach of system security; and
(c)
after restoring the reasonable integrity of the system.","s2 = Section(sectionNumber=""(2)"")
r1 = Rule(s2, Expression(s2, ""A person required to provide notification under Subsection (1)""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(s2, ""shall provide the notification in the most expedient time possible without unreasonable delay"")
ref1 = Reference(s2, ""Subsection (1)"", target=r1)
r1.add_follows(ref1)

sa = Section(sectionNumber=""(a)"")
s2.add_subsection(sa)
r1.conditions.append(Expression(sa, ""considering legitimate investigative needs of law enforcement, as provided in Subsection (4)(a)""))
ref2 = Reference(sa, ""Subsection (4)(a)"", target=r1)
r1.add_follows(ref2)

sb = Section(sectionNumber=""(b)"")
s2.add_subsection(sb)
r1.conditions.append(Expression(sb, ""after determining the scope of the breach of system security""))

sc = Section(sectionNumber=""(c)"")
s2.add_subsection(sc)
r1.conditions.append(Expression(sc, ""after restoring the reasonable integrity of the system""))","['#obligation', '#reference', '#condition', '#follows']"
"(3)
(a)
A person who maintains computerized data that includes personal information that the person does not own or license shall notify and cooperate with the owner or licensee of the information of any breach of system security immediately following the person's discovery of the breach if misuse of the personal information occurs or is reasonably likely to occur.
(b)
Cooperation under Subsection (3)(a) includes sharing information relevant to the breach with the owner or licensee of the information.","s3 = Section(""(3)"")

sa = Section(""(a)"")
s3.add_subsection(sa)
r1 = Rule(sa, Expression(sa, ""A person who maintains computerized data that includes personal information that the person does not own or license""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(sa, ""shall notify and cooperate with the owner or licensee of the information of any breach of system security immediately following the person's discovery of the breach"")
r1.conditions.append(Expression(sa, ""misuse of the personal information occurs or is reasonably likely to occur""))

sb = Section(""(b)"")
s3.add_subsection(sb)
r2 = Rule(sb, Expression(sb, ""Cooperation under Subsection (3)(a)""))
r2.rule_type = Rule.OBLIGATION
r2.description = Expression(sb, ""includes sharing information relevant to the breach with the owner or licensee of the information"")
r2.add_refines(r1)","['#obligation', '#reference', '#refines', '#condition']"
"(4)
(a)
Notwithstanding Subsection (2), a person may delay providing notification under Subsection (1)(b) at the request of a law enforcement agency that determines that notification may impede a criminal investigation.
(b)
A person who delays providing notification under Subsection (4)(a) shall provide notification in good faith without unreasonable delay in the most expedient time possible after the law enforcement agency informs the person that notification will no longer impede the criminal investigation.","s4 = Section(sectionNumber=""(4)"")

sa = Section(sectionNumber=""(a)"")
s4.add_subsection(sa)
r1 = Rule(sa, Expression(sa, ""a person""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(sa, ""may delay providing notification under Subsection (1)(b)"")
ref1 = Reference(sa, ""Subsection (2)"", target=r1)
r1.add_is_exception_to(ref1)
r1.conditions.append(Expression(sa, ""at the request of a law enforcement agency that determines that notification may impede a criminal investigation""))
ref2= Reference(sa, ""Subsection (1)(b)"", target=r1)
r1.add_is_exception_to(ref2)

sb = Section(sectionNumber=""(b)"")
s4.add_subsection(sb)
r2 = Rule(sb, Expression(sb, ""A person who delays providing notification under Subsection (4)(a)""))
r2.rule_type = Rule.OBLIGATION
r2.description = Expression(sb, ""shall provide notification in good faith without unreasonable delay in the most expedient time possible"")
r2.conditions.append(Expression(sb, ""after the law enforcement agency informs the person that notification will no longer impede the criminal investigation""))
ref2 = Reference(sb, ""Subsection (4)(a)"", target=r2)
r2.add_follows(ref2)","['#obligation', '#exception_to', '#condition', '#permission', '#reference', '#follows']"
"(5)
(a)
A notification required by Subsection (1)(b) may be provided:
(i)
in writing by first-class mail to the most recent address the person has for the resident;
(ii)
electronically, if the person's primary method of communication with the resident is by electronic means, or if provided in accordance with the consumer disclosure provisions of 15 U.S.C. Section 7001;
(iii)
by telephone, including through the use of automatic dialing technology not prohibited by other law; or
(iv)
for residents of the state for whom notification in a manner described in Subsections (5)(a)(i) through (iii) is not feasible, by publishing notice of the breach of system security:
(A)
in a newspaper of general circulation; and
(B)
as required in Section 45-1-101.","s5 = Section(sectionNumber=""(5)"")

sa = Section(sectionNumber=""(a)"")
s5.add_subsection(sa)

r1 = Rule(sa, Expression(sa, ""A notification required by Subsection (1)(b)""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(sa, ""may be provided:"")

sai = Section(""(i)"")
sa.add_subsection(sai)
e1 = Expression(sai, ""in writing by first-class mail to the most recent address the person has for the resident"")
r1.description.includes.append(e1)

saii = Section(""(ii)"")
sa.add_subsection(saii)
e2 = Expression(saii, ""electronically, if the person's primary method of communication with the resident is by electronic means, or if provided in accordance with the consumer disclosure provisions of 15 U.S.C. Section 7001"")
r1.description.includes.append(e2)
ref1 = Reference(saii, ""15 U.S.C. Section 7001"", target=r1)
r1.add_follows(ref1)

saiii = Section(""(iii)"")
sa.add_subsection(saiii)
e3 = Expression(saiii, ""by telephone, including through the use of automatic dialing technology not prohibited by other law"")
r1.description.includes.append(e3)

saiv = Section(""(iv)"")
sa.add_subsection(saiv)
e4 = Expression(saiv, ""for residents of the state for whom notification in a manner described in Subsections (5)(a)(i) through (iii) is not feasible, by publishing notice of the breach of system security:"")
r1.description.includes.append(e4)

saivA = Section(""(A)"")
saiv.add_subsection(saivA)
e4A = Expression(saivA, ""in a newspaper of general circulation"")
e4.includes.append(e4A)

saivB = Section(""(B)"")
saiv.add_subsection(saivB)
e4B = Expression(saivB, ""as required in Section 45-1-101"")
e4.includes.append(e4B)
ref2 = Reference(saivB, ""Section 45-1-101"", target=r1)
r1.add_follows(ref2)","['#reference', '#condition', '#continuation', '#permission']"
"(5)
(b)
If a person maintains the person's own notification procedures as part of an information security policy for the treatment of personal information the person is considered to be in compliance with the notification requirement in Subsection (1)(b) if the procedures are otherwise consistent with this chapter's timing requirements and the person notifies each affected Utah resident in accordance with the person's information security policy in the event of a breach.
(c)
A person who is regulated by state or federal law and maintains procedures for a breach of system security under applicable law established by the primary state or federal regulator is considered to be in compliance with this part if the person notifies each affected Utah resident in accordance with the other applicable law in the event of a breach.","s5 = Section(sectionNumber=""(5)"")

sb = Section(""(b)"")
s5.add_subsection(sb)
r1 = Rule(sb, Expression(sb, ""a person maintains the person's own notification procedures as part of an information security policy for the treatment of personal information""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(sb, ""the person is considered to be in compliance with the notification requirement in Subsection (1)(b) if the procedures are otherwise consistent with this chapter's timing requirements and the person notifies each affected Utah resident in accordance with the person's information security policy in the event of a breach"")

sc = Section(""(c)"")
s5.add_subsection(sc)
r2 = Rule(sc, Expression(sc, ""A person who is regulated by state or federal law and maintains procedures for a breach of system security under applicable law established by the primary state or federal regulator""))
r2.rule_type = Rule.PERMISSION
r2.description = Expression(sc, ""is considered to be in compliance with this part if the person notifies each affected Utah resident in accordance with the other applicable law in the event of a breach"")","['#reference', '#permission', '#condition']"
"(6)
(a)
The following information may be deemed confidential and classified as a protected record under Subsections 63G-2-305(1) and (2) if the requirements of Subsection 63G-2-309(1)(a)(i) are met:
(i)
a notification submitted under Subsection (1)(c), including supporting information provided under Subsection (6)(b); and
(ii)
information produced by the Office of the Attorney General or the Utah Cyber Center in providing coordination or assistance to the person providing notification under Subsection (1)(c).","s = Section(sectionNumber=""(6)"")

# Subsection (a)
sa = Section(""(a)"")
s.add_subsection(sa)
r1 = Rule(sa, Expression(sa, ""The following information""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(sa, ""may be deemed confidential and classified as a protected record under Subsections 63G-2-305(1) and (2) if the requirements of Subsection 63G-2-309(1)(a)(i) are met:"")
ref1 = Reference(sa, ""Subsections 63G-2-305(1) and (2)"", target=r1)
r1.add_follows(ref1)
ref2 = Reference(sa, ""Subsection 63G-2-309(1)(a)(i)"", target=r1)
r1.add_follows(ref2)

# Subsection (i)
sa_i = Section(""(i)"")
sa.add_subsection(sa_i)
e1 = Expression(sa_i, ""a notification submitted under Subsection (1)(c), including supporting information provided under Subsection (6)(b)"")
r1.description.includes.append(e1)
ref3 = Reference(sa_i, ""Subsection (1)(c)"", target=r1)
ref4 = Reference(sa_i, ""Subsection (6)(b)"", target=r1)
r1.add_follows(ref3)
r1.add_follows(ref4)

# Subsection (ii)
sa_ii = Section(""(ii)"")
sa.add_subsection(sa_ii)
e2 = Expression(sa_ii, ""information produced by the Office of the Attorney General or the Utah Cyber Center in providing coordination or assistance to the person providing notification under Subsection (1)(c)"")
r1.description.includes.append(e2)
ref5 = Reference(sa_ii, ""Subsection (1)(c)"", target=r1)
r1.add_follows(ref5)","['#reference', '#permission', '#continuation', '#follows']"
"(6)
(b)
A person providing notification under Subsection (1)(c) to the Office of the Attorney General or the Utah Cyber Center of a breach of system security shall include the following information in the notification, to the extent the information is known or available at the time the person provides the notification:
(i)
the date the breach of system security occurred;
(ii)
the date the breach of system security was discovered;
(iii)
the total number of people affected by the breach of system security, including the total number of Utah residents affected;
(iv)
the type of personal information involved in the breach of system security; and
(v)
a short description of the breach of system security that occurred.","s6 = Section(""(6)"")
s6b = Section(""(b)"")
s6.add_subsection(s6b)
r1 = Rule(s6b, Expression(s6b, ""A person providing notification under Subsection (1)(c) to the Office of the Attorney General or the Utah Cyber Center of a breach of system security""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(s6b, ""shall include the following information in the notification, to the extent the information is known or available at the time the person provides the notification:"")
ref1=Reference(s6b, ""Subsection (1)(c)"", target=r1)
r1.add_follows(ref1)

s6b_i = Section(""(i)"")
s6b.add_subsection(s6b_i)
r1.description.includes.append(Expression(s6b_i, ""the date the breach of system security occurred""))

s6b_ii = Section(""(ii)"")
s6b.add_subsection(s6b_ii)
r1.description.includes.append(Expression(s6b_ii, ""the date the breach of system security was discovered""))

s6b_iii = Section(""(iii)"")
s6b.add_subsection(s6b_iii)
r1.description.includes.append(Expression(s6b_iii, ""the total number of people affected by the breach of system security, including the total number of Utah residents affected""))

s6b_iv = Section(""(iv)"")
s6b.add_subsection(s6b_iv)
r1.description.includes.append(Expression(s6b_iv, ""the type of personal information involved in the breach of system security""))

s6b_v = Section(""(v)"")
s6b.add_subsection(s6b_v)
r1.description.includes.append(Expression(s6b_v, ""a short description of the breach of system security that occurred""))","['#obligation', '#continuation']"
"(7)
A waiver of this section is contrary to public policy and is void and unenforceable.","s7 = Section(sectionNumber=""(7)"")

r = Rule(s7, Expression(s7, ""A waiver of this section""))
r.rule_type = Rule.PROHIBITION
r.description = Expression(s7, ""is contrary to public policy and is void and unenforceable"")",['#prohibition']
"13-44-301.  Enforcement -- Confidentiality agreement -- Penalties.
(1)
The attorney general may enforce this chapter's provisions.","s1 = Section(sectionNumber=""13-44-301"", sectionTitle=""Enforcement -- Confidentiality agreement -- Penalties"")
subsection1 = Section(sectionNumber=""(1)"")
s1.add_subsection(subsection1)

r1 = Rule(subsection1, Expression(subsection1, ""attorney general""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(subsection1, ""may enforce this chapter's provisions"")",['#permission']
"(2)
(a)
Nothing in this chapter creates a private right of action.
(b)
Nothing in this chapter affects any private right of action existing under other law, including contract or tort.","s2 = Section(sectionNumber=""(2)"")
sa = Section(sectionNumber=""(a)"")
s2.add_subsection(sa)
sb = Section(sectionNumber=""(b)"")
s2.add_subsection(sb)

r1 = Rule(sa, Expression(sa, ""Nothing in this chapter""))
r1.rule_type = Rule.PROHIBITION
r1.description = Expression(sa, ""creates a private right of action"")

r2 = Rule(sb, Expression(sb, ""Nothing in this chapter""))
r2.rule_type = Rule.PROHIBITION
r2.description = Expression(sb, ""affects any private right of action existing under other law, including contract or tort"")",['#prohibition']
"(3)
A person who violates this chapter's provisions is subject to a civil penalty of:
(a)
no greater than $2,500 for a violation or series of violations concerning a specific consumer; and
(b)
no greater than $100,000 in the aggregate for related violations concerning more than one consumer, unless:
(i)
the violations concern:
(A)
10,000 or more consumers who are residents of the state; and
(B)
10,000 or more consumers who are residents of other states; or
(ii)
the person agrees to settle for a greater amount.","s3 = Section(""(3)"")

r1 = Rule(s3, Expression(s3, ""A person who violates this chapter's provisions""))
r1.rule_type = Rule.PENALTY
r1.description = Expression(s3, ""is subject to a civil penalty of:"")

s3a = Section(""(a)"")
s3.add_subsection(s3a)
r1.description.includes.append(Expression(s3a, ""no greater than $2,500 for a violation or series of violations concerning a specific consumer""))

s3b = Section(""(b)"")
s3.add_subsection(s3b)
e=Expression(s3b, ""no greater than $100,000 in the aggregate for related violations concerning more than one consumer, unless:"")
r1.description.includes.append(e)

s3b_i = Section(""(i)"")
s3b.add_subsection(s3b_i)
r1b_i = Expression(s3b_i, ""the violations concern:"")
e.includes.append(r1b_i)

s3b_i_A = Section(""(A)"")
s3b_i.add_subsection(s3b_i_A)
r1b_i.includes.append(Expression(s3b_i_A, ""10,000 or more consumers who are residents of the state""))

s3b_i_B = Section(""(B)"")
s3b_i.add_subsection(s3b_i_B)
r1b_i.includes.append(Expression(s3b_i_B, ""10,000 or more consumers who are residents of other states""))

s3b_ii = Section(""(ii)"")
s3b.add_subsection(s3b_ii)
e.includes.append(Expression(s3b_ii, ""the person agrees to settle for a greater amount""))","['#penalty', '#continuation']"
"(4)
(a)
In addition to the penalties provided in Subsection (3), the attorney general may seek, in an action brought under this chapter:
(i)
injunctive relief to prevent future violations of this chapter; and
(ii)
attorney fees and costs.
(b)
Notwithstanding Title 78B, Chapter 3a, Venue for Civil Actions, if the attorney general brings an action under this chapter in the district court, the attorney general shall bring the action in:
(i)
Salt Lake City; or
(ii)
the county in which resides a consumer who is affected by the violation.","s4 = Section(sectionNumber=""(4)"")

sa = Section(sectionNumber=""(a)"")
s4.add_subsection(sa)
sb = Section(sectionNumber=""(b)"")
s4.add_subsection(sb)

r1 = Rule(sa, Expression(sa, ""attorney general""))
r1.rule_type = Rule.PERMISSION
r1.description = Expression(sa, ""may seek, in an action brought under this chapter:"")
r1.conditions.append(Expression(sa, ""In addition to the penalties provided in Subsection (3)""))

# Subsection (a)(i)
sai = Section(sectionNumber=""(i)"")
sa.add_subsection(sai)
e1 = Expression(sai, ""injunctive relief to prevent future violations of this chapter"")
r1.description.includes.append(e1)

# Subsection (a)(ii)
saii = Section(sectionNumber=""(ii)"")
sa.add_subsection(saii)
e2 = Expression(saii, ""attorney fees and costs"")
r1.description.includes.append(e2)

r2 = Rule(sb, Expression(sb, ""the attorney general""))
r2.rule_type = Rule.OBLIGATION
r2.description = Expression(sb, ""shall bring the action in:"")
r2.conditions.append(Expression(sb, ""Notwithstanding Title 78B, Chapter 3a, Venue for Civil Actions, if the attorney general brings an action under this chapter in the district court""))
ref1=Reference(sb, ""Title 78B, Chapter 3a, Venue for Civil Actions"", target=r2)
r2.add_is_exception_to(ref1)

# Subsection (b)(i)
sbi = Section(sectionNumber=""(i)"")
sb.add_subsection(sbi)
e3 = Expression(sbi, ""Salt Lake City"")
r2.description.includes.append(e3)

# Subsection (b)(ii)
sbii = Section(sectionNumber=""(ii)"")
sb.add_subsection(sbii)
e4 = Expression(sbii, ""the county in which resides a consumer who is affected by the violation"")
r2.description.includes.append(e4)","['#obligation', '#continuation', '#is_exception_to', '#reference', '#permission', '#condition']"
"(5)
The attorney general shall deposit any amount received under Subsection (3), (4), or (10) into the Attorney General Litigation Fund created in Section 76-10-3114.","s5 = Section(""(5)"")
r1 = Rule(s5, Expression(s5, ""The attorney general""))
r1.rule_type = Rule.OBLIGATION
r1.description = Expression(s5, ""shall deposit any amount received under Subsection (3), (4), or (10) into the Attorney General Litigation Fund created in Section 76-10-3114"")
ref1 = Reference(s5, ""Subsection (3)"", target=r1)
ref2 = Reference(s5, ""Subsection (4)"", target=r1)
ref3 = Reference(s5, ""Subsection (10)"", target=r1)
ref4 = Reference(s5, ""Section 76-10-3114"", target=r1)
r1.add_follows(ref1)
r1.add_follows(ref2)
r1.add_follows(ref3)
r1.add_is_followed_by(ref4)","['#obligation', '#reference']"
